neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,91,2.8,1,78
Bronx,Kingsbridge,Private room,46,1,68,4.89,1,63
Manhattan,Tribeca,Entire home/apt,350,30,0,1.3732214298586618,232,342
Manhattan,Washington Heights,Private room,28,2,19,0.78,1,0
Manhattan,Hell's Kitchen,Entire home/apt,299,2,26,1.76,5,0
Manhattan,Harlem,Entire home/apt,70,30,14,0.76,1,50
Brooklyn,Bushwick,Entire home/apt,100,1,1,0.12,1,85
Manhattan,Lower East Side,Entire home/apt,130,2,0,1.3732214298586618,1,0
Brooklyn,Columbia St,Private room,90,4,8,0.16,1,0
Manhattan,Midtown,Entire home/apt,250,30,0,1.3732214298586618,1,0
Brooklyn,Midwood,Private room,38,3,1,1.0,1,0
Manhattan,Harlem,Entire home/apt,78,3,13,0.35,1,0
Manhattan,Kips Bay,Entire home/apt,235,3,2,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,4,0.31,1,7
Brooklyn,Bedford-Stuyvesant,Entire home/apt,69,90,43,1.16,1,0
Brooklyn,Fort Greene,Private room,75,2,12,0.97,3,89
Brooklyn,Crown Heights,Private room,65,30,1,0.45,7,237
Bronx,Unionport,Private room,90,7,0,1.3732214298586618,1,180
Manhattan,Washington Heights,Entire home/apt,115,7,2,0.04,1,0
Brooklyn,Borough Park,Private room,69,1,0,1.3732214298586618,6,180
Brooklyn,Williamsburg,Entire home/apt,400,6,3,0.35,1,347
Queens,Jackson Heights,Private room,50,2,49,1.08,2,356
Manhattan,Upper West Side,Entire home/apt,185,3,59,1.17,1,4
Manhattan,Upper East Side,Entire home/apt,185,5,18,0.3,1,31
Manhattan,Upper West Side,Entire home/apt,200,7,5,0.53,1,1
Brooklyn,Prospect Heights,Entire home/apt,180,2,135,2.62,1,151
Manhattan,Hell's Kitchen,Entire home/apt,130,30,4,0.43,20,268
Manhattan,Harlem,Private room,100,2,0,1.3732214298586618,2,0
Brooklyn,Greenpoint,Private room,99,1,5,0.51,33,365
Brooklyn,Prospect Heights,Private room,150,1,2,0.04,1,0
Brooklyn,Brighton Beach,Private room,75,1,2,2.0,2,353
Manhattan,Financial District,Entire home/apt,225,4,51,2.06,1,40
Manhattan,Chelsea,Private room,75,1,202,3.19,1,0
Manhattan,East Village,Entire home/apt,499,5,47,0.63,1,341
Manhattan,Hell's Kitchen,Entire home/apt,395,6,1,0.05,1,0
Brooklyn,East New York,Shared room,79,1,9,0.4,6,180
Brooklyn,Crown Heights,Private room,46,2,0,1.3732214298586618,1,136
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,2,133,3.83,1,178
Manhattan,Chinatown,Entire home/apt,375,2,15,0.3,2,365
Manhattan,East Harlem,Entire home/apt,99,30,0,1.3732214298586618,1,265
Brooklyn,Bedford-Stuyvesant,Entire home/apt,399,3,3,3.0,1,235
Manhattan,Lower East Side,Entire home/apt,109,4,0,1.3732214298586618,1,2
Manhattan,Lower East Side,Entire home/apt,325,4,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,95,3,0,1.3732214298586618,9,29
Brooklyn,Bushwick,Private room,40,3,7,0.26,1,12
Brooklyn,Greenpoint,Entire home/apt,195,7,0,1.3732214298586618,1,0
Manhattan,Washington Heights,Private room,55,1,5,0.13,3,332
Manhattan,Midtown,Private room,70,3,6,0.28,2,233
Manhattan,Flatiron District,Private room,90,2,3,0.1,1,0
Manhattan,Upper East Side,Private room,55,5,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,3,4,0.11,1,0
Manhattan,Harlem,Private room,75,3,14,0.29,3,20
Manhattan,East Harlem,Private room,75,2,3,0.89,1,0
Manhattan,Kips Bay,Private room,175,2,41,1.18,1,242
Manhattan,East Village,Entire home/apt,250,1,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,295,1,0,1.3732214298586618,1,146
Queens,Long Island City,Private room,58,2,0,1.3732214298586618,1,133
Manhattan,Upper West Side,Entire home/apt,117,5,1,0.06,1,0
Manhattan,Murray Hill,Entire home/apt,229,3,1,0.02,1,0
Manhattan,Upper East Side,Entire home/apt,140,2,5,0.55,1,0
Manhattan,Upper West Side,Entire home/apt,489,3,81,3.01,1,152
Manhattan,Upper West Side,Private room,150,1,157,2.49,1,365
Manhattan,Hell's Kitchen,Entire home/apt,945,2,2,0.94,1,292
Manhattan,Financial District,Entire home/apt,407,2,9,2.18,327,294
Brooklyn,Williamsburg,Entire home/apt,400,4,0,1.3732214298586618,2,170
Manhattan,Harlem,Private room,57,1,3,3.0,3,249
Manhattan,Washington Heights,Private room,52,1,46,2.73,1,21
Brooklyn,Fort Hamilton,Entire home/apt,70,1,2,0.19,1,0
Brooklyn,Williamsburg,Entire home/apt,120,3,1,0.03,1,0
Manhattan,Harlem,Private room,65,1,61,1.16,1,323
Manhattan,Lower East Side,Private room,99,1,6,0.2,1,0
Brooklyn,Crown Heights,Entire home/apt,150,4,116,2.74,1,165
Brooklyn,Sunset Park,Private room,75,1,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Entire home/apt,200,3,1,0.03,1,0
Brooklyn,Bushwick,Private room,95,1,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,145,5,2,0.09,1,365
Brooklyn,Bushwick,Private room,45,2,0,1.3732214298586618,1,0
Manhattan,Kips Bay,Entire home/apt,600,2,0,1.3732214298586618,1,267
Queens,Jamaica,Entire home/apt,125,3,42,1.85,3,348
Manhattan,East Harlem,Entire home/apt,100,2,6,0.14,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,151,3.32,1,105
Manhattan,Chelsea,Entire home/apt,110,30,2,0.06,1,0
Manhattan,Gramercy,Entire home/apt,177,3,12,0.3,1,0
Brooklyn,Williamsburg,Entire home/apt,150,4,45,2.18,1,13
Manhattan,Kips Bay,Entire home/apt,190,9,5,0.2,1,0
Manhattan,Upper East Side,Private room,95,2,42,1.9,1,0
Brooklyn,Williamsburg,Entire home/apt,180,3,9,0.53,1,0
Brooklyn,Bushwick,Private room,150,1,1,0.38,1,88
Brooklyn,Sunset Park,Private room,80,2,0,1.3732214298586618,1,61
Manhattan,Harlem,Entire home/apt,100,4,6,0.17,1,27
Queens,East Elmhurst,Entire home/apt,100,3,87,2.52,1,322
Manhattan,Harlem,Entire home/apt,175,5,39,2.68,1,90
Bronx,Pelham Gardens,Shared room,20,1,0,1.3732214298586618,1,5
Brooklyn,Crown Heights,Private room,65,2,1,0.36,1,0
Brooklyn,Canarsie,Entire home/apt,100,2,187,3.93,1,300
Brooklyn,Bushwick,Private room,72,5,23,1.21,7,112
Brooklyn,Williamsburg,Private room,75,5,4,0.14,2,0
Queens,Sunnyside,Private room,75,1,122,3.78,5,0
Brooklyn,Williamsburg,Private room,35,6,0,1.3732214298586618,1,0
Manhattan,SoHo,Entire home/apt,459,1,61,2.04,1,173
Brooklyn,Gowanus,Entire home/apt,299,2,35,1.02,1,261
Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,3,99,4.79,2,288
Brooklyn,Bedford-Stuyvesant,Private room,45,5,8,0.31,1,247
Manhattan,Upper West Side,Entire home/apt,375,2,40,1.54,2,285
Brooklyn,Greenpoint,Private room,90,1,13,0.87,2,0
Queens,Corona,Entire home/apt,85,7,60,1.65,1,284
Brooklyn,Crown Heights,Entire home/apt,83,30,7,0.22,1,311
Brooklyn,Williamsburg,Private room,45,1,3,0.06,1,0
Queens,Glendale,Private room,40,1,0,1.3732214298586618,1,149
Manhattan,Midtown,Entire home/apt,199,7,0,1.3732214298586618,1,134
Manhattan,Upper East Side,Entire home/apt,120,1,2,0.05,1,0
Brooklyn,Gowanus,Private room,149,1,7,0.95,8,365
Brooklyn,Williamsburg,Entire home/apt,219,3,51,1.36,3,71
Brooklyn,Kensington,Entire home/apt,49,5,21,0.42,1,34
Manhattan,Kips Bay,Entire home/apt,165,1,4,0.42,1,0
Manhattan,Lower East Side,Shared room,35,14,8,1.31,28,322
Manhattan,Kips Bay,Entire home/apt,2750,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Private room,70,4,33,1.49,2,0
Manhattan,East Village,Private room,80,2,7,0.15,1,0
Queens,Ozone Park,Entire home/apt,81,3,96,3.59,1,233
Queens,Jackson Heights,Entire home/apt,120,7,0,1.3732214298586618,1,58
Manhattan,Chelsea,Entire home/apt,175,1,24,3.17,1,365
Manhattan,Kips Bay,Entire home/apt,275,30,35,5.0,1,253
Brooklyn,Bushwick,Shared room,35,30,1,0.26,14,341
Brooklyn,East Flatbush,Entire home/apt,85,2,52,3.54,1,0
Manhattan,Washington Heights,Private room,120,3,0,1.3732214298586618,1,344
Brooklyn,Gowanus,Entire home/apt,265,3,0,1.3732214298586618,1,0
Brooklyn,Bushwick,Private room,46,2,18,0.42,1,0
Manhattan,NoHo,Entire home/apt,215,3,2,0.06,1,0
Queens,Ridgewood,Private room,59,3,106,1.61,1,87
Manhattan,Upper West Side,Entire home/apt,250,2,2,0.07,1,0
Manhattan,Nolita,Entire home/apt,199,7,66,0.83,1,142
Brooklyn,Fort Greene,Entire home/apt,175,1,1,0.16,2,0
Brooklyn,Williamsburg,Private room,80,2,95,4.09,1,51
Manhattan,East Village,Entire home/apt,120,6,46,1.75,1,40
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,85,7,6,0.62,4,0
Brooklyn,Williamsburg,Private room,75,1,135,5.31,2,19
Queens,Astoria,Entire home/apt,149,2,35,3.89,1,362
Manhattan,Financial District,Private room,169,7,1,0.57,13,358
Queens,Astoria,Entire home/apt,250,3,1,0.05,1,180
Manhattan,Midtown,Entire home/apt,175,5,116,1.65,1,299
Manhattan,Upper West Side,Entire home/apt,140,2,2,0.04,1,0
Brooklyn,Bedford-Stuyvesant,Private room,55,5,4,0.08,1,21
Brooklyn,Bushwick,Private room,39,14,1,0.02,1,0
Brooklyn,Clinton Hill,Entire home/apt,350,4,1,0.05,1,86
Queens,Richmond Hill,Private room,67,2,8,0.23,2,337
Manhattan,Upper East Side,Entire home/apt,117,30,0,1.3732214298586618,91,311
Manhattan,Chelsea,Entire home/apt,250,30,1,0.03,96,319
Brooklyn,Crown Heights,Private room,80,6,0,1.3732214298586618,1,358
Brooklyn,Brooklyn Heights,Entire home/apt,120,1,1,0.03,1,0
Brooklyn,Williamsburg,Private room,50,3,3,0.21,2,0
Manhattan,Kips Bay,Entire home/apt,179,29,4,0.11,1,0
Brooklyn,East New York,Entire home/apt,139,3,21,1.49,1,344
Queens,Queens Village,Private room,35,2,5,0.18,2,0
Manhattan,East Village,Entire home/apt,85,14,14,1.32,1,16
Brooklyn,Williamsburg,Entire home/apt,220,2,0,1.3732214298586618,1,0
Brooklyn,Red Hook,Entire home/apt,199,2,0,1.3732214298586618,1,11
Manhattan,East Village,Entire home/apt,350,3,3,0.48,1,5
Manhattan,Upper East Side,Entire home/apt,129,2,1,0.03,1,0
Brooklyn,Williamsburg,Entire home/apt,220,5,1,0.03,1,0
Bronx,North Riverdale,Private room,53,2,143,2.13,1,263
Manhattan,Lower East Side,Private room,86,30,0,1.3732214298586618,4,310
Manhattan,Inwood,Entire home/apt,68,6,24,0.6,1,0
Brooklyn,Greenpoint,Entire home/apt,159,30,5,0.07,52,346
Brooklyn,Boerum Hill,Entire home/apt,200,2,2,0.06,1,0
Manhattan,Chelsea,Private room,100,21,0,1.3732214298586618,1,0
Manhattan,Kips Bay,Entire home/apt,176,30,4,0.15,23,0
Manhattan,East Village,Entire home/apt,425,30,0,1.3732214298586618,1,179
Brooklyn,Flatbush,Entire home/apt,200,2,10,0.91,1,167
Manhattan,Financial District,Entire home/apt,165,29,0,1.3732214298586618,96,332
Brooklyn,Bedford-Stuyvesant,Private room,50,3,4,0.09,1,0
Manhattan,Chelsea,Private room,85,30,1,0.48,1,69
Brooklyn,Williamsburg,Private room,100,60,3,0.04,1,365
Queens,Flushing,Private room,55,1,7,0.95,5,85
Manhattan,Upper East Side,Entire home/apt,125,5,13,0.68,1,0
Brooklyn,Flatbush,Private room,35,3,17,1.62,2,59
Brooklyn,Bedford-Stuyvesant,Entire home/apt,74,2,189,3.02,2,131
Brooklyn,Bushwick,Entire home/apt,100,3,3,0.42,1,0
Brooklyn,DUMBO,Entire home/apt,250,2,150,2.57,1,309
Manhattan,Nolita,Private room,84,1,0,1.3732214298586618,8,0
Brooklyn,Fort Hamilton,Private room,60,4,0,1.3732214298586618,1,155
Manhattan,Harlem,Private room,65,2,1,0.07,1,156
Manhattan,Hell's Kitchen,Private room,94,2,4,0.15,1,0
Manhattan,Hell's Kitchen,Private room,135,1,0,1.3732214298586618,10,275
Manhattan,Kips Bay,Private room,56,14,0,1.3732214298586618,1,0
Manhattan,Greenwich Village,Entire home/apt,187,14,1,0.01,1,0
Manhattan,Hell's Kitchen,Private room,115,4,1,0.52,3,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,18,1.74,1,0
Manhattan,Upper West Side,Entire home/apt,560,1,0,1.3732214298586618,1,0
Manhattan,East Harlem,Entire home/apt,250,2,17,5.54,1,47
Brooklyn,Crown Heights,Private room,61,2,167,4.16,1,320
Brooklyn,Williamsburg,Private room,95,3,29,0.85,1,0
Brooklyn,Clinton Hill,Entire home/apt,325,5,80,2.21,1,92
Brooklyn,Park Slope,Entire home/apt,145,5,0,1.3732214298586618,1,38
Manhattan,Lower East Side,Private room,79,1,259,3.93,1,2
Manhattan,Upper West Side,Private room,180,1,3,0.63,1,151
Brooklyn,Greenpoint,Entire home/apt,145,2,7,0.13,2,0
Manhattan,Hell's Kitchen,Entire home/apt,177,1,5,5.0,1,86
Manhattan,Inwood,Private room,97,7,2,0.06,1,87
Brooklyn,Greenpoint,Entire home/apt,75,2,0,1.3732214298586618,1,0
Queens,Forest Hills,Entire home/apt,100,4,11,0.31,1,15
Manhattan,Harlem,Private room,69,2,0,1.3732214298586618,1,0
Brooklyn,Greenpoint,Entire home/apt,115,10,2,0.04,1,0
Brooklyn,Bushwick,Entire home/apt,399,3,19,1.13,4,272
Manhattan,Chelsea,Private room,85,1,165,3.96,12,338
Queens,Astoria,Private room,30,6,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Private room,99,3,9,2.03,1,19
Queens,Rego Park,Private room,70,4,0,1.3732214298586618,1,365
Manhattan,West Village,Entire home/apt,85,3,5,1.08,1,16
Brooklyn,Bushwick,Private room,65,5,1,0.02,1,169
Manhattan,Theater District,Entire home/apt,243,30,0,1.3732214298586618,23,364
Queens,Richmond Hill,Shared room,60,1,4,4.0,7,365
Brooklyn,Cobble Hill,Entire home/apt,700,4,3,0.24,1,89
Manhattan,Hell's Kitchen,Entire home/apt,560,1,0,1.3732214298586618,1,32
Brooklyn,Clinton Hill,Private room,119,4,115,2.47,1,26
Manhattan,Lower East Side,Entire home/apt,110,5,3,0.28,1,1
Manhattan,Washington Heights,Entire home/apt,200,2,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,175,25,4,0.07,1,0
Brooklyn,Gowanus,Private room,100,3,8,0.59,1,0
Queens,Woodside,Private room,60,30,1,0.27,103,209
Queens,Elmhurst,Entire home/apt,199,2,0,1.3732214298586618,1,157
Manhattan,Harlem,Private room,70,2,0,1.3732214298586618,2,312
Queens,Sunnyside,Entire home/apt,100,1,1,0.03,1,0
Manhattan,Kips Bay,Shared room,39,2,2,0.52,2,326
Brooklyn,Bushwick,Private room,49,3,1,0.75,1,158
Queens,Astoria,Private room,58,2,67,1.76,3,20
Queens,Sunnyside,Shared room,50,1,25,1.56,1,5
Manhattan,Morningside Heights,Private room,75,2,22,1.88,1,0
Manhattan,Harlem,Private room,78,1,4,0.09,2,55
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,5,4,0.07,1,9
Brooklyn,Bushwick,Entire home/apt,94,2,51,1.87,1,74
Brooklyn,Bedford-Stuyvesant,Entire home/apt,65,2,4,0.09,1,0
Brooklyn,Greenpoint,Private room,97,5,3,0.06,1,0
Manhattan,Midtown,Private room,105,7,0,1.3732214298586618,1,0
Manhattan,East Harlem,Private room,85,1,10,0.43,2,0
Manhattan,Upper West Side,Entire home/apt,150,4,1,0.02,1,0
Manhattan,Kips Bay,Entire home/apt,199,5,53,1.67,1,0
Bronx,Clason Point,Entire home/apt,100,2,58,1.26,1,324
Manhattan,SoHo,Entire home/apt,310,3,117,2.88,1,57
Queens,Cambria Heights,Private room,50,1,0,1.3732214298586618,1,175
Brooklyn,Gowanus,Entire home/apt,295,4,2,0.07,1,326
Brooklyn,Canarsie,Entire home/apt,130,1,57,10.36,1,337
Queens,Astoria,Private room,50,3,0,1.3732214298586618,1,0
Manhattan,Midtown,Entire home/apt,170,4,47,3.09,1,320
Manhattan,Harlem,Private room,125,4,0,1.3732214298586618,1,0
Brooklyn,Cypress Hills,Private room,99,2,67,4.59,2,295
Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,12,1.86,5,119
Brooklyn,Bushwick,Private room,75,1,0,1.3732214298586618,1,0
Manhattan,Greenwich Village,Private room,120,14,1,0.03,1,0
Manhattan,Harlem,Shared room,60,1,0,1.3732214298586618,1,7
Manhattan,Lower East Side,Entire home/apt,115,3,8,0.16,1,0
Manhattan,Hell's Kitchen,Private room,99,4,2,0.04,1,0
Brooklyn,Williamsburg,Private room,80,5,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,105,2,35,1.35,1,327
Brooklyn,Bedford-Stuyvesant,Private room,50,400,0,1.3732214298586618,1,90
Manhattan,East Village,Private room,80,3,110,3.48,1,11
Brooklyn,Crown Heights,Private room,50,7,0,1.3732214298586618,1,0
Bronx,Pelham Gardens,Entire home/apt,86,2,41,3.18,1,111
Manhattan,Upper East Side,Shared room,35,1,118,4.21,2,0
Manhattan,Harlem,Entire home/apt,250,3,11,1.94,2,110
Brooklyn,Fort Greene,Entire home/apt,220,55,10,0.23,1,0
Manhattan,Chelsea,Entire home/apt,179,10,1,0.03,1,0
Queens,Little Neck,Private room,100,1,0,1.3732214298586618,1,88
Brooklyn,Bedford-Stuyvesant,Private room,42,30,0,1.3732214298586618,1,334
Queens,Jamaica Estates,Entire home/apt,85,1,88,5.14,1,339
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3,36,1.83,1,253
Queens,Kew Gardens Hills,Entire home/apt,86,1,52,0.79,1,53
Manhattan,Murray Hill,Entire home/apt,0,3,0,1.3732214298586618,1,0
Brooklyn,Park Slope,Entire home/apt,105,7,7,0.36,1,0
Manhattan,Midtown,Entire home/apt,200,5,12,5.63,1,127
Brooklyn,Fort Greene,Entire home/apt,150,3,4,4.0,1,15
Manhattan,Midtown,Entire home/apt,650,30,0,1.3732214298586618,1,310
Manhattan,Hell's Kitchen,Private room,209,1,6,1.01,8,88
Brooklyn,Williamsburg,Entire home/apt,129,1,21,0.36,1,0
Brooklyn,Bushwick,Private room,35,20,0,1.3732214298586618,1,0
Manhattan,Financial District,Entire home/apt,195,2,12,3.87,1,24
Brooklyn,Bushwick,Private room,145,1,0,1.3732214298586618,1,0
Queens,Jamaica,Private room,60,1,109,2.84,1,98
Manhattan,Upper West Side,Entire home/apt,179,2,15,0.26,1,0
Brooklyn,Williamsburg,Private room,55,3,4,0.08,1,0
Queens,Sunnyside,Entire home/apt,170,2,149,4.21,2,229
Brooklyn,Williamsburg,Entire home/apt,200,3,3,0.05,1,0
Brooklyn,Williamsburg,Private room,90,2,16,1.0,2,20
Brooklyn,Clinton Hill,Entire home/apt,220,12,13,0.31,3,354
Manhattan,East Harlem,Private room,51,5,16,1.12,1,17
Brooklyn,Williamsburg,Entire home/apt,195,4,7,0.23,1,0
Queens,Astoria,Private room,69,1,68,2.72,1,51
Manhattan,East Village,Entire home/apt,950,3,42,0.69,2,34
Brooklyn,Midwood,Entire home/apt,79,1,0,1.3732214298586618,1,0
Brooklyn,Park Slope,Entire home/apt,215,2,2,0.05,1,0
Manhattan,Midtown,Entire home/apt,220,30,0,1.3732214298586618,96,342
Manhattan,Financial District,Private room,110,5,6,0.37,1,0
Queens,Ridgewood,Private room,140,7,6,0.06,5,365
Brooklyn,Flatlands,Private room,69,2,15,2.2,3,329
Brooklyn,South Slope,Entire home/apt,159,2,5,0.26,2,0
Manhattan,Harlem,Entire home/apt,121,30,0,1.3732214298586618,1,0
Queens,Long Island City,Private room,60,2,83,1.65,4,81
Manhattan,Harlem,Private room,85,2,78,3.77,2,0
Manhattan,Lower East Side,Entire home/apt,200,30,0,1.3732214298586618,1,365
Brooklyn,Williamsburg,Private room,80,2,1,1.0,1,10
Manhattan,Hell's Kitchen,Private room,107,1,25,3.52,30,169
Brooklyn,East Flatbush,Shared room,31,30,0,1.3732214298586618,7,365
Manhattan,East Village,Entire home/apt,120,4,21,1.23,1,9
Brooklyn,Gowanus,Entire home/apt,260,30,3,0.03,1,316
Brooklyn,Park Slope,Entire home/apt,200,4,0,1.3732214298586618,1,0
Queens,Ridgewood,Private room,60,4,2,0.73,1,51
Brooklyn,Bedford-Stuyvesant,Private room,100,2,6,3.6,3,365
Manhattan,Chinatown,Entire home/apt,139,30,37,0.41,1,153
Manhattan,East Harlem,Shared room,55,1,13,3.86,7,89
Brooklyn,Brooklyn Heights,Entire home/apt,550,3,4,4.0,1,215
Brooklyn,Fort Greene,Entire home/apt,175,3,5,0.14,1,0
Brooklyn,Crown Heights,Entire home/apt,80,4,12,1.86,1,29
Brooklyn,Kensington,Entire home/apt,85,7,3,0.14,1,0
Bronx,Kingsbridge,Private room,69,2,2,2.0,1,86
Manhattan,Washington Heights,Private room,65,2,55,5.54,1,5
Brooklyn,Kensington,Entire home/apt,250,5,11,0.15,1,34
Brooklyn,Greenpoint,Private room,60,3,4,0.16,1,0
Brooklyn,Windsor Terrace,Entire home/apt,100,2,87,2.78,1,77
Manhattan,Battery Park City,Entire home/apt,100,21,0,1.3732214298586618,1,222
Brooklyn,Borough Park,Private room,40,1,26,2.29,8,0
Brooklyn,Flatbush,Private room,60,2,17,0.72,1,9
Manhattan,East Village,Private room,390,1,0,1.3732214298586618,1,365
Staten Island,Lighthouse Hill,Entire home/apt,200,2,49,0.92,1,360
Manhattan,Upper East Side,Entire home/apt,135,3,32,0.88,1,84
Manhattan,Lower East Side,Private room,140,1,5,0.12,1,0
Manhattan,Upper West Side,Private room,46,3,7,0.51,1,0
Brooklyn,Greenpoint,Entire home/apt,199,6,2,0.08,1,0
Brooklyn,South Slope,Private room,95,1,2,0.04,1,364
Brooklyn,Williamsburg,Private room,80,4,80,1.08,1,245
Manhattan,Upper East Side,Entire home/apt,165,1,12,3.03,1,75
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,3,1,0.32,1,133
Manhattan,Harlem,Entire home/apt,202,3,0,1.3732214298586618,1,205
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,118,3.69,4,68
Manhattan,Upper West Side,Entire home/apt,200,3,43,1.08,1,14
Queens,Jackson Heights,Private room,125,1,11,0.28,4,301
Brooklyn,Prospect-Lefferts Gardens,Private room,75,18,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,150,5,2,0.67,1,0
Manhattan,Upper West Side,Entire home/apt,350,7,0,1.3732214298586618,2,0
Brooklyn,Boerum Hill,Entire home/apt,140,3,4,0.34,1,5
Brooklyn,Park Slope,Entire home/apt,2626,1,0,1.3732214298586618,12,31
Brooklyn,Greenpoint,Entire home/apt,150,4,4,0.13,1,0
Brooklyn,Midwood,Entire home/apt,70,1,1,0.08,1,0
Manhattan,Lower East Side,Private room,80,1,1,0.02,1,0
Manhattan,Upper East Side,Entire home/apt,200,5,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,100,3,7,1.04,1,52
Staten Island,Arrochar,Private room,33,4,17,1.2,8,316
Manhattan,Harlem,Private room,70,1,6,0.11,1,0
Queens,Sunnyside,Private room,60,2,2,0.08,1,40
Manhattan,Harlem,Shared room,10,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,249,2,62,3.94,5,32
Brooklyn,Crown Heights,Private room,125,1,47,1.36,2,151
Manhattan,Midtown,Entire home/apt,175,30,0,1.3732214298586618,33,365
Brooklyn,Carroll Gardens,Private room,40,1,0,1.3732214298586618,1,0
Brooklyn,East Flatbush,Entire home/apt,165,3,55,1.95,1,171
Brooklyn,Gowanus,Private room,100,2,1,1.0,1,61
Queens,South Ozone Park,Private room,64,3,1,1.0,7,195
Manhattan,Chelsea,Entire home/apt,225,4,153,2.03,1,205
Brooklyn,Bay Ridge,Entire home/apt,82,1,56,6.41,1,288
Brooklyn,Prospect Heights,Private room,50,2,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Entire home/apt,220,30,0,1.3732214298586618,49,325
Brooklyn,Gowanus,Private room,35,1,0,1.3732214298586618,1,0
Staten Island,Port Richmond,Entire home/apt,250,30,1,0.02,3,0
Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,24,3.38,7,45
Queens,Sunnyside,Entire home/apt,54,3,29,0.93,2,0
Brooklyn,Williamsburg,Private room,75,1,52,1.29,2,25
Brooklyn,Bedford-Stuyvesant,Private room,75,1,2,2.0,3,139
Brooklyn,Williamsburg,Entire home/apt,450,1,12,2.79,1,334
Manhattan,Harlem,Private room,39,2,3,0.07,2,0
Manhattan,Hell's Kitchen,Private room,70,1,5,0.11,1,0
Manhattan,Upper West Side,Private room,85,1,34,0.71,1,8
Manhattan,Upper East Side,Private room,80,1,0,1.3732214298586618,1,56
Brooklyn,Clinton Hill,Private room,75,3,2,0.04,1,0
