neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Private room,69.0,3.0,168.0,2.88,2.0,2.0
Manhattan,Entire home/apt,150.0,62.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Entire home/apt,175.0,30.0,2.0,0.06,96.0,5.0
Brooklyn,Private room,49.0,2.0,26.0,0.54,1.0,0.0
Manhattan,Entire home/apt,191.0,3.0,51.0,0.88,1.0,3.0
Brooklyn,Entire home/apt,216.0,1.0,233.0,3.89,1.0,0.0
Manhattan,Entire home/apt,118.0,30.0,4.0,0.08,29.0,4.0
Manhattan,Private room,95.0,3.0,67.0,1.65,1.0,2.0
Brooklyn,Entire home/apt,110.0,3.0,34.0,0.57,1.0,4.0
Brooklyn,Entire home/apt,170.0,4.0,137.0,2.55,1.0,0.0
Brooklyn,Entire home/apt,172.0,30.0,9.0,0.16,21.0,4.0
Brooklyn,Private room,77.0,2.0,145.0,2.42,1.0,5.0
Brooklyn,Entire home/apt,125.0,14.0,15.0,0.41,1.0,5.0
Queens,Private room,75.0,2.0,111.0,1.89,1.0,4.0
Brooklyn,Private room,55.0,4.0,27.0,0.46,4.0,3.0
Brooklyn,Entire home/apt,99.0,2.0,216.0,3.61,1.0,5.0
Brooklyn,Entire home/apt,545.0,2.0,6.0,0.12,3.0,5.0
Manhattan,Private room,70.0,2.0,277.0,4.67,3.0,3.0
Brooklyn,Private room,250.0,2.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Private room,55.0,2.0,20.0,0.41,1.0,3.0
Brooklyn,Entire home/apt,95.0,2.0,116.0,2.18,1.0,4.0
Manhattan,Entire home/apt,175.0,30.0,0.0,1.3732214298586618,96.0,2.0
Manhattan,Entire home/apt,200.0,4.0,22.0,0.45,1.0,4.0
Brooklyn,Entire home/apt,400.0,2.0,120.0,2.05,1.0,3.0
Manhattan,Entire home/apt,197.0,2.0,207.0,3.46,2.0,3.0
Brooklyn,Entire home/apt,395.0,3.0,20.0,0.34,1.0,4.0
Brooklyn,Private room,100.0,1.0,2.0,0.04,1.0,4.0
Brooklyn,Entire home/apt,75.0,1.0,135.0,2.27,1.0,1.0
Manhattan,Entire home/apt,180.0,3.0,72.0,1.22,1.0,4.0
Manhattan,Private room,73.0,4.0,48.0,0.8,5.0,3.0
Manhattan,Private room,87.0,3.0,61.0,1.01,5.0,5.0
Manhattan,Private room,74.0,3.0,60.0,1.0,5.0,0.0
Manhattan,Entire home/apt,199.0,8.0,48.0,1.06,1.0,5.0
Manhattan,Entire home/apt,195.0,30.0,7.0,0.14,39.0,5.0
Brooklyn,Private room,99.0,5.0,27.0,0.7,1.0,5.0
Brooklyn,Entire home/apt,175.0,1.0,121.0,2.03,2.0,5.0
Brooklyn,Entire home/apt,99.0,3.0,10.0,0.28,1.0,3.0
Brooklyn,Entire home/apt,199.0,3.0,118.0,2.12,1.0,5.0
Queens,Entire home/apt,100.0,3.0,70.0,1.21,2.0,5.0
Queens,Shared room,45.0,2.0,38.0,1.6,2.0,4.0
Manhattan,Private room,72.0,1.0,204.0,3.41,1.0,1.0
Manhattan,Entire home/apt,129.0,2.0,179.0,2.99,1.0,5.0
Brooklyn,Entire home/apt,100.0,3.0,168.0,2.81,1.0,3.0
Manhattan,Entire home/apt,185.0,30.0,1.0,0.02,2.0,0.0
Brooklyn,Private room,45.0,5.0,8.0,0.31,1.0,3.0
Brooklyn,Entire home/apt,129.0,30.0,6.0,0.12,52.0,1.0
Brooklyn,Private room,68.0,5.0,12.0,0.26,1.0,4.0
Brooklyn,Entire home/apt,140.0,30.0,21.0,0.38,1.0,2.0
Manhattan,Entire home/apt,136.0,30.0,9.0,0.17,14.0,5.0
Manhattan,Private room,125.0,3.0,133.0,2.25,1.0,2.0
Manhattan,Private room,82.0,3.0,56.0,0.94,5.0,4.0
Brooklyn,Entire home/apt,117.0,5.0,105.0,1.77,1.0,1.0
Manhattan,Private room,71.0,3.0,55.0,1.03,5.0,3.0
Manhattan,Entire home/apt,390.0,3.0,10.0,0.17,1.0,0.0
Staten Island,Private room,58.0,3.0,93.0,2.1,1.0,0.0
Manhattan,Private room,80.0,7.0,47.0,0.8,2.0,2.0
Brooklyn,Private room,115.0,1.0,78.0,1.31,1.0,4.0
Manhattan,Entire home/apt,95.0,30.0,10.0,0.22,52.0,4.0
Brooklyn,Entire home/apt,180.0,3.0,72.0,1.31,1.0,1.0
Manhattan,Private room,69.0,2.0,177.0,2.98,1.0,4.0
Manhattan,Private room,85.0,5.0,25.0,0.44,1.0,2.0
Brooklyn,Entire home/apt,117.0,1.0,82.0,1.39,1.0,5.0
Manhattan,Entire home/apt,219.0,1.0,68.0,1.15,1.0,2.0
Queens,Entire home/apt,100.0,2.0,141.0,2.43,1.0,4.0
Brooklyn,Entire home/apt,320.0,3.0,39.0,0.71,1.0,4.0
Manhattan,Private room,95.0,30.0,54.0,0.91,26.0,5.0
Brooklyn,Private room,110.0,1.0,16.0,0.32,5.0,5.0
Manhattan,Entire home/apt,105.0,24.0,2.0,0.04,1.0,2.0
Brooklyn,Entire home/apt,134.0,4.0,46.0,0.89,1.0,4.0
Brooklyn,Private room,45.0,10.0,9.0,0.26,1.0,3.0
Manhattan,Entire home/apt,200.0,13.0,3.0,0.05,1.0,4.0
Manhattan,Private room,110.0,2.0,79.0,1.33,1.0,4.0
Manhattan,Entire home/apt,150.0,3.0,72.0,1.23,2.0,1.0
Brooklyn,Entire home/apt,149.0,2.0,234.0,3.9,1.0,2.0
Manhattan,Private room,85.0,2.0,52.0,0.91,2.0,3.0
Queens,Entire home/apt,170.0,3.0,116.0,1.96,2.0,5.0
Bronx,Private room,40.0,3.0,59.0,1.0,1.0,4.0
Manhattan,Private room,95.0,1.0,389.0,6.51,2.0,3.0
Manhattan,Private room,95.0,1.0,64.0,1.12,2.0,4.0
Brooklyn,Entire home/apt,165.0,3.0,173.0,2.97,1.0,5.0
Brooklyn,Entire home/apt,120.0,2.0,21.0,0.51,1.0,2.0
Brooklyn,Private room,40.0,1.0,8.0,0.16,4.0,0.0
Brooklyn,Entire home/apt,130.0,3.0,135.0,2.27,2.0,5.0
Manhattan,Entire home/apt,120.0,3.0,80.0,1.37,1.0,5.0
Brooklyn,Private room,120.0,2.0,82.0,1.6,1.0,2.0
Manhattan,Shared room,115.0,1.0,16.0,0.27,1.0,5.0
Manhattan,Private room,170.0,1.0,20.0,0.4,1.0,3.0
Brooklyn,Entire home/apt,124.0,5.0,85.0,1.45,1.0,3.0
Manhattan,Entire home/apt,104.0,30.0,16.0,0.28,8.0,3.0
Manhattan,Entire home/apt,99.0,30.0,14.0,0.24,8.0,2.0
Manhattan,Private room,85.0,3.0,0.0,1.3732214298586618,2.0,2.0
Brooklyn,Entire home/apt,158.0,30.0,5.0,0.1,21.0,0.0
Manhattan,Shared room,100.0,2.0,0.0,1.3732214298586618,1.0,4.0
Bronx,Private room,55.0,1.0,276.0,4.63,2.0,2.0
Manhattan,Private room,72.0,3.0,154.0,2.72,2.0,2.0
Manhattan,Entire home/apt,170.0,30.0,12.0,0.22,39.0,0.0
Brooklyn,Entire home/apt,150.0,7.0,15.0,0.27,1.0,5.0
Manhattan,Private room,39.0,1.0,13.0,1.18,2.0,2.0
Queens,Private room,49.0,2.0,77.0,1.53,1.0,4.0
Queens,Private room,39.0,30.0,9.0,0.16,18.0,5.0
Manhattan,Entire home/apt,200.0,3.0,78.0,1.33,1.0,5.0
Manhattan,Entire home/apt,200.0,4.0,17.0,0.29,1.0,4.0
Brooklyn,Private room,105.0,1.0,372.0,6.23,2.0,2.0
Manhattan,Entire home/apt,260.0,1.0,299.0,5.04,2.0,5.0
Brooklyn,Entire home/apt,90.0,3.0,96.0,1.66,1.0,4.0
Queens,Entire home/apt,239.0,3.0,11.0,0.45,2.0,2.0
Manhattan,Entire home/apt,195.0,2.0,31.0,0.52,1.0,5.0
Bronx,Private room,53.0,1.0,321.0,5.46,1.0,4.0
Manhattan,Private room,99.0,1.0,147.0,2.84,1.0,5.0
Manhattan,Entire home/apt,130.0,60.0,4.0,0.07,1.0,5.0
Brooklyn,Entire home/apt,135.0,2.0,252.0,4.37,1.0,4.0
Brooklyn,Private room,85.0,2.0,206.0,3.5,2.0,5.0
Manhattan,Private room,68.0,3.0,164.0,2.85,1.0,1.0
Manhattan,Entire home/apt,87.0,30.0,6.0,0.11,52.0,2.0
Brooklyn,Private room,89.0,1.0,52.0,1.44,1.0,5.0
Brooklyn,Entire home/apt,150.0,3.0,203.0,3.42,1.0,0.0
Queens,Private room,125.0,2.0,128.0,2.17,3.0,5.0
Queens,Private room,145.0,2.0,75.0,1.27,3.0,3.0
Manhattan,Entire home/apt,87.0,30.0,7.0,0.12,52.0,5.0
Queens,Private room,50.0,5.0,6.0,1.41,1.0,2.0
Manhattan,Entire home/apt,150.0,30.0,11.0,0.2,39.0,5.0
Manhattan,Private room,95.0,30.0,2.0,0.04,1.0,3.0
Manhattan,Entire home/apt,200.0,30.0,7.0,0.14,39.0,4.0
Manhattan,Entire home/apt,325.0,3.0,70.0,1.19,1.0,0.0
Manhattan,Entire home/apt,140.0,30.0,4.0,0.09,96.0,0.0
Brooklyn,Private room,33.0,1.0,52.0,0.87,2.0,1.0
Brooklyn,Entire home/apt,75.0,24.0,0.0,1.3732214298586618,1.0,2.0
Queens,Private room,39.0,30.0,9.0,0.19,18.0,0.0
Brooklyn,Entire home/apt,165.0,4.0,138.0,2.66,2.0,3.0
Queens,Private room,79.0,1.0,39.0,0.83,1.0,5.0
Manhattan,Entire home/apt,125.0,1.0,10.0,0.17,1.0,4.0
Brooklyn,Private room,40.0,3.0,41.0,0.7,3.0,3.0
Brooklyn,Private room,45.0,30.0,25.0,0.53,1.0,0.0
Manhattan,Entire home/apt,265.0,4.0,21.0,0.36,1.0,4.0
Manhattan,Private room,115.0,25.0,70.0,1.27,1.0,5.0
Brooklyn,Private room,45.0,3.0,23.0,0.39,3.0,3.0
Queens,Private room,50.0,1.0,164.0,2.78,4.0,0.0
Brooklyn,Private room,72.0,2.0,36.0,0.61,7.0,5.0
Queens,Private room,50.0,1.0,207.0,3.48,4.0,2.0
Brooklyn,Private room,57.0,2.0,43.0,0.72,7.0,5.0
Queens,Entire home/apt,120.0,3.0,102.0,1.73,1.0,5.0
Manhattan,Entire home/apt,249.0,2.0,80.0,1.35,1.0,0.0
Brooklyn,Entire home/apt,90.0,4.0,17.0,0.29,1.0,5.0
Brooklyn,Entire home/apt,120.0,5.0,18.0,0.32,1.0,3.0
Brooklyn,Entire home/apt,150.0,3.0,68.0,1.35,1.0,3.0
Manhattan,Private room,80.0,5.0,18.0,0.3,2.0,5.0
Manhattan,Entire home/apt,120.0,25.0,6.0,0.11,1.0,3.0
Manhattan,Private room,149.0,1.0,55.0,0.94,1.0,5.0
Manhattan,Entire home/apt,130.0,30.0,2.0,0.04,52.0,3.0
Brooklyn,Entire home/apt,139.0,3.0,108.0,1.83,1.0,5.0
Manhattan,Private room,65.0,30.0,12.0,0.21,1.0,2.0
Brooklyn,Entire home/apt,115.0,2.0,59.0,1.02,5.0,5.0
Queens,Private room,149.0,1.0,91.0,1.53,5.0,5.0
Brooklyn,Entire home/apt,135.0,3.0,15.0,0.32,1.0,5.0
Manhattan,Private room,105.0,3.0,104.0,1.79,1.0,0.0
Brooklyn,Private room,72.0,5.0,0.0,1.3732214298586618,1.0,5.0
Manhattan,Entire home/apt,860.0,4.0,39.0,0.67,1.0,2.0
Manhattan,Entire home/apt,98.0,3.0,233.0,3.97,1.0,0.0
Manhattan,Entire home/apt,87.0,30.0,5.0,0.1,52.0,5.0
Manhattan,Entire home/apt,150.0,30.0,13.0,0.23,14.0,1.0
Brooklyn,Private room,50.0,4.0,3.0,0.06,6.0,3.0
Manhattan,Entire home/apt,185.0,30.0,2.0,0.13,96.0,2.0
Brooklyn,Entire home/apt,151.0,5.0,51.0,0.87,5.0,3.0
Brooklyn,Entire home/apt,75.0,1.0,42.0,0.72,1.0,5.0
Brooklyn,Entire home/apt,150.0,2.0,254.0,4.33,1.0,5.0
Manhattan,Entire home/apt,250.0,4.0,28.0,0.49,1.0,3.0
Queens,Private room,170.0,1.0,4.0,0.07,1.0,4.0
Brooklyn,Entire home/apt,145.0,5.0,53.0,0.9,1.0,4.0
Manhattan,Private room,250.0,1.0,6.0,0.1,1.0,4.0
Manhattan,Entire home/apt,250.0,30.0,0.0,1.3732214298586618,96.0,4.0
Manhattan,Entire home/apt,168.0,30.0,4.0,0.16,96.0,4.0
Manhattan,Private room,80.0,4.0,27.0,0.46,1.0,4.0
Brooklyn,Entire home/apt,104.0,5.0,45.0,0.77,2.0,5.0
Manhattan,Private room,95.0,1.0,297.0,5.03,2.0,0.0
Queens,Private room,95.0,2.0,2.0,0.06,1.0,4.0
Bronx,Private room,100.0,3.0,2.0,0.22,2.0,1.0
Manhattan,Entire home/apt,195.0,1.0,401.0,6.76,1.0,3.0
Brooklyn,Private room,45.0,30.0,7.0,0.74,6.0,0.0
Manhattan,Private room,139.0,365.0,13.0,0.23,1.0,3.0
Staten Island,Entire home/apt,70.0,2.0,242.0,4.09,1.0,4.0
Brooklyn,Entire home/apt,116.0,28.0,45.0,0.76,1.0,5.0
Manhattan,Private room,129.0,4.0,32.0,0.56,1.0,2.0
Brooklyn,Private room,125.0,2.0,117.0,1.99,1.0,0.0
Brooklyn,Entire home/apt,165.0,29.0,7.0,0.27,2.0,3.0
Brooklyn,Private room,90.0,1.0,10.0,0.17,1.0,5.0
Manhattan,Entire home/apt,120.0,10.0,51.0,0.86,1.0,3.0
Brooklyn,Private room,40.0,1.0,73.0,1.23,2.0,4.0
Brooklyn,Private room,75.0,3.0,174.0,2.96,1.0,4.0
Brooklyn,Private room,75.0,2.0,99.0,1.67,3.0,4.0
Brooklyn,Private room,65.0,1.0,74.0,1.26,2.0,4.0
Brooklyn,Private room,75.0,3.0,14.0,0.24,2.0,4.0
Manhattan,Private room,150.0,3.0,50.0,0.85,1.0,4.0
Brooklyn,Private room,95.0,2.0,7.0,0.13,3.0,3.0
Manhattan,Entire home/apt,113.0,30.0,8.0,0.13,52.0,4.0
Manhattan,Entire home/apt,145.0,1.0,23.0,0.39,1.0,4.0
Manhattan,Private room,90.0,1.0,295.0,4.99,2.0,2.0
Manhattan,Entire home/apt,95.0,30.0,15.0,0.27,19.0,0.0
Manhattan,Entire home/apt,118.0,30.0,3.0,0.1,29.0,0.0
Manhattan,Entire home/apt,225.0,7.0,26.0,0.68,1.0,0.0
Brooklyn,Private room,81.0,2.0,4.0,0.08,3.0,3.0
Brooklyn,Private room,59.0,2.0,12.0,0.2,4.0,3.0
Manhattan,Private room,99.0,1.0,75.0,1.31,2.0,0.0
Manhattan,Entire home/apt,140.0,70.0,0.0,1.3732214298586618,1.0,5.0
Brooklyn,Private room,75.0,30.0,1.0,0.42,1.0,5.0
Manhattan,Entire home/apt,117.0,3.0,7.0,0.12,1.0,3.0
Brooklyn,Private room,103.0,3.0,169.0,2.88,1.0,3.0
Queens,Private room,70.0,3.0,64.0,1.16,1.0,4.0
Manhattan,Entire home/apt,90.0,7.0,1.0,0.02,1.0,5.0
Manhattan,Entire home/apt,125.0,14.0,2.0,0.04,1.0,0.0
Brooklyn,Entire home/apt,175.0,2.0,76.0,1.29,1.0,2.0
Manhattan,Private room,130.0,4.0,177.0,3.01,1.0,4.0
Brooklyn,Private room,129.0,2.0,199.0,3.42,1.0,1.0
Manhattan,Entire home/apt,200.0,7.0,10.0,0.17,1.0,4.0
Manhattan,Entire home/apt,189.0,2.0,57.0,1.18,1.0,0.0
Manhattan,Entire home/apt,450.0,1.0,1.0,0.03,1.0,1.0
Queens,Private room,45.0,30.0,20.0,0.34,2.0,5.0
Manhattan,Entire home/apt,540.0,3.0,20.0,0.38,3.0,3.0
Brooklyn,Private room,95.0,3.0,0.0,1.3732214298586618,1.0,3.0
Queens,Private room,65.0,2.0,16.0,0.27,1.0,5.0
Manhattan,Entire home/apt,160.0,4.0,75.0,1.31,2.0,3.0
Bronx,Entire home/apt,155.0,1.0,19.0,0.35,7.0,4.0
Bronx,Private room,75.0,2.0,0.0,1.3732214298586618,7.0,5.0
Manhattan,Private room,39.0,4.0,33.0,0.57,3.0,2.0
Brooklyn,Entire home/apt,115.0,2.0,76.0,1.3,1.0,0.0
Manhattan,Entire home/apt,110.0,30.0,3.0,0.05,9.0,0.0
Manhattan,Private room,100.0,3.0,172.0,2.93,1.0,5.0
Brooklyn,Entire home/apt,125.0,14.0,10.0,0.21,1.0,4.0
Brooklyn,Entire home/apt,210.0,2.0,10.0,0.21,2.0,4.0
Staten Island,Entire home/apt,180.0,2.0,139.0,2.42,1.0,4.0
Manhattan,Private room,90.0,1.0,265.0,4.5,1.0,4.0
Manhattan,Private room,50.0,30.0,46.0,0.79,3.0,4.0
Manhattan,Entire home/apt,140.0,1.0,37.0,0.66,1.0,2.0
Manhattan,Entire home/apt,233.0,30.0,17.0,0.33,1.0,4.0
Brooklyn,Private room,60.0,2.0,6.0,0.26,3.0,3.0
Manhattan,Entire home/apt,150.0,30.0,1.0,0.02,52.0,2.0
Brooklyn,Entire home/apt,130.0,3.0,1.0,0.07,1.0,2.0
Brooklyn,Private room,89.0,2.0,30.0,0.52,3.0,3.0
Queens,Entire home/apt,150.0,2.0,110.0,1.86,1.0,3.0
Manhattan,Entire home/apt,1400.0,90.0,31.0,0.53,1.0,3.0
Queens,Entire home/apt,200.0,2.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Private room,88.0,2.0,171.0,2.93,2.0,0.0
Manhattan,Shared room,75.0,1.0,6.0,0.1,1.0,0.0
Manhattan,Entire home/apt,500.0,1.0,27.0,0.46,1.0,4.0
Manhattan,Private room,75.0,1.0,65.0,1.12,1.0,0.0
Manhattan,Entire home/apt,130.0,30.0,2.0,0.04,52.0,2.0
Manhattan,Entire home/apt,170.0,30.0,11.0,0.19,39.0,3.0
Manhattan,Entire home/apt,300.0,2.0,11.0,0.19,1.0,2.0
Brooklyn,Entire home/apt,115.0,2.0,259.0,4.43,1.0,4.0
Brooklyn,Entire home/apt,93.0,30.0,23.0,0.4,1.0,4.0
Brooklyn,Entire home/apt,119.0,2.0,209.0,3.62,1.0,0.0
Manhattan,Entire home/apt,180.0,6.0,24.0,0.41,2.0,1.0
Manhattan,Entire home/apt,226.0,3.0,8.0,0.14,3.0,5.0
Manhattan,Entire home/apt,600.0,1.0,0.0,1.3732214298586618,3.0,2.0
Brooklyn,Entire home/apt,145.0,3.0,122.0,2.14,1.0,5.0
Queens,Private room,65.0,2.0,5.0,5.0,1.0,5.0
Queens,Private room,250.0,2.0,22.0,0.43,1.0,4.0
Manhattan,Private room,95.0,3.0,135.0,2.31,1.0,4.0
Brooklyn,Entire home/apt,185.0,4.0,111.0,1.9,1.0,4.0
Manhattan,Private room,55.0,1.0,163.0,2.76,10.0,4.0
Manhattan,Private room,170.0,5.0,22.0,0.38,1.0,4.0
Brooklyn,Entire home/apt,100.0,2.0,18.0,0.31,1.0,5.0
Brooklyn,Entire home/apt,120.0,2.0,135.0,2.32,1.0,0.0
Manhattan,Entire home/apt,129.0,5.0,91.0,1.63,2.0,4.0
Queens,Entire home/apt,78.0,2.0,133.0,2.26,5.0,1.0
Manhattan,Private room,99.0,2.0,21.0,0.36,1.0,4.0
Bronx,Private room,50.0,1.0,108.0,1.84,1.0,4.0
Bronx,Private room,47.0,2.0,122.0,2.15,4.0,5.0
Brooklyn,Entire home/apt,150.0,5.0,18.0,2.57,3.0,5.0
Staten Island,Entire home/apt,200.0,2.0,49.0,0.92,1.0,4.0
Brooklyn,Entire home/apt,125.0,2.0,130.0,2.23,1.0,2.0
Brooklyn,Entire home/apt,60.0,6.0,144.0,2.5,2.0,5.0
Queens,Private room,200.0,30.0,0.0,1.3732214298586618,1.0,2.0
Queens,Private room,99.0,1.0,15.0,0.26,1.0,4.0
Manhattan,Private room,75.0,2.0,25.0,0.53,1.0,4.0
Brooklyn,Private room,140.0,5.0,1.0,0.02,6.0,5.0
Bronx,Entire home/apt,90.0,30.0,1.0,0.04,1.0,0.0
Manhattan,Shared room,59.0,2.0,58.0,0.99,1.0,5.0
Manhattan,Entire home/apt,111.0,3.0,51.0,0.88,1.0,0.0
Manhattan,Private room,119.0,1.0,49.0,1.4,1.0,5.0
Queens,Private room,69.0,4.0,22.0,0.38,1.0,4.0
Brooklyn,Entire home/apt,185.0,2.0,114.0,1.94,1.0,4.0
Manhattan,Private room,135.0,2.0,125.0,2.14,2.0,2.0
Brooklyn,Private room,38.0,2.0,50.0,1.35,3.0,5.0
Brooklyn,Private room,90.0,2.0,52.0,2.21,1.0,0.0
Brooklyn,Entire home/apt,149.0,4.0,143.0,2.62,1.0,5.0
Manhattan,Entire home/apt,125.0,60.0,6.0,0.11,1.0,0.0
Brooklyn,Private room,65.0,2.0,26.0,0.45,2.0,4.0
Brooklyn,Entire home/apt,174.0,2.0,31.0,0.54,2.0,0.0
Brooklyn,Private room,89.0,2.0,24.0,0.41,5.0,1.0
Queens,Private room,58.0,1.0,2.0,0.04,2.0,0.0
Manhattan,Entire home/apt,383.0,3.0,24.0,0.41,1.0,4.0
Queens,Private room,76.0,1.0,14.0,0.41,1.0,4.0
Manhattan,Private room,45.0,1.0,151.0,2.59,10.0,4.0
Brooklyn,Private room,100.0,3.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Entire home/apt,199.0,2.0,167.0,3.17,1.0,3.0
Manhattan,Entire home/apt,99.0,5.0,61.0,1.06,1.0,4.0
Brooklyn,Private room,39.0,1.0,51.0,0.88,5.0,5.0
Brooklyn,Entire home/apt,130.0,3.0,132.0,2.53,2.0,4.0
Brooklyn,Entire home/apt,200.0,1.0,170.0,2.96,1.0,5.0
Manhattan,Private room,105.0,1.0,239.0,4.13,2.0,5.0
Brooklyn,Entire home/apt,75.0,2.0,102.0,4.27,1.0,4.0
Brooklyn,Entire home/apt,250.0,2.0,150.0,2.57,1.0,4.0
Manhattan,Private room,120.0,3.0,71.0,1.21,2.0,4.0
Brooklyn,Entire home/apt,225.0,2.0,66.0,1.13,1.0,4.0
Manhattan,Entire home/apt,225.0,3.0,2.0,0.03,1.0,5.0
Brooklyn,Entire home/apt,215.0,1.0,167.0,2.86,1.0,5.0
Brooklyn,Entire home/apt,300.0,7.0,9.0,0.18,1.0,3.0
Manhattan,Entire home/apt,130.0,2.0,185.0,3.76,1.0,0.0
Queens,Entire home/apt,110.0,1.0,279.0,5.02,1.0,3.0
Bronx,Private room,75.0,2.0,37.0,0.73,13.0,1.0
Brooklyn,Entire home/apt,299.0,4.0,8.0,0.15,1.0,5.0
Brooklyn,Entire home/apt,110.0,3.0,9.0,0.16,1.0,2.0
Brooklyn,Entire home/apt,160.0,30.0,44.0,0.76,1.0,5.0
Brooklyn,Entire home/apt,152.0,3.0,146.0,2.51,2.0,3.0
Brooklyn,Entire home/apt,145.0,3.0,16.0,0.31,1.0,0.0
Brooklyn,Private room,120.0,2.0,11.0,0.2,2.0,0.0
Brooklyn,Entire home/apt,84.0,3.0,120.0,2.29,1.0,2.0
Brooklyn,Entire home/apt,150.0,5.0,14.0,0.28,2.0,0.0
Queens,Entire home/apt,180.0,2.0,105.0,1.8,5.0,4.0
Bronx,Private room,68.0,2.0,41.0,0.74,13.0,0.0
Manhattan,Entire home/apt,125.0,1.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Entire home/apt,155.0,3.0,1.0,1.0,2.0,5.0
Brooklyn,Entire home/apt,75.0,2.0,91.0,1.56,2.0,5.0
Manhattan,Private room,72.0,3.0,56.0,0.96,2.0,5.0
Brooklyn,Private room,52.0,2.0,29.0,0.5,4.0,5.0
Brooklyn,Entire home/apt,125.0,3.0,93.0,1.82,1.0,4.0
Manhattan,Private room,85.0,29.0,10.0,0.36,1.0,0.0
Brooklyn,Private room,58.0,4.0,18.0,0.42,1.0,4.0
Brooklyn,Private room,100.0,1.0,36.0,2.69,1.0,0.0
Manhattan,Private room,65.0,1.0,139.0,3.64,2.0,5.0
Brooklyn,Entire home/apt,300.0,1.0,12.0,0.32,1.0,5.0
Brooklyn,Private room,40.0,28.0,191.0,3.36,2.0,4.0
Brooklyn,Private room,85.0,2.0,45.0,0.77,2.0,4.0
Brooklyn,Entire home/apt,158.0,3.0,87.0,1.53,1.0,4.0
Brooklyn,Entire home/apt,395.0,4.0,33.0,0.65,1.0,2.0
Queens,Entire home/apt,120.0,10.0,30.0,0.52,1.0,3.0
Bronx,Private room,51.0,4.0,109.0,1.88,1.0,2.0
Brooklyn,Private room,65.0,1.0,113.0,3.99,1.0,0.0
Queens,Private room,70.0,1.0,11.0,0.19,5.0,5.0
Manhattan,Entire home/apt,75.0,30.0,6.0,0.12,1.0,4.0
Brooklyn,Private room,38.0,2.0,12.0,0.21,2.0,0.0
Manhattan,Entire home/apt,200.0,3.0,13.0,0.22,1.0,5.0
Manhattan,Entire home/apt,145.0,7.0,37.0,0.65,1.0,5.0
Brooklyn,Entire home/apt,125.0,2.0,191.0,3.27,2.0,0.0
Manhattan,Private room,175.0,2.0,8.0,0.43,1.0,4.0
Manhattan,Entire home/apt,175.0,3.0,6.0,0.13,1.0,3.0
Brooklyn,Private room,50.0,3.0,8.0,0.14,2.0,3.0
Brooklyn,Entire home/apt,109.0,2.0,37.0,0.64,1.0,4.0
Brooklyn,Private room,67.0,2.0,21.0,0.36,7.0,0.0
Brooklyn,Private room,57.0,2.0,22.0,0.38,7.0,2.0
Brooklyn,Private room,77.0,2.0,38.0,0.66,7.0,3.0
Brooklyn,Entire home/apt,85.0,3.0,12.0,0.21,1.0,2.0
Brooklyn,Private room,86.0,2.0,11.0,0.19,5.0,0.0
Brooklyn,Private room,120.0,2.0,114.0,1.96,2.0,4.0
Brooklyn,Entire home/apt,140.0,3.0,131.0,3.24,1.0,4.0
Manhattan,Private room,70.0,3.0,86.0,1.48,2.0,2.0
Manhattan,Entire home/apt,200.0,30.0,35.0,0.61,1.0,5.0
Brooklyn,Private room,37.0,1.0,202.0,3.74,1.0,5.0
Manhattan,Entire home/apt,419.0,2.0,10.0,0.47,1.0,0.0
Brooklyn,Entire home/apt,180.0,3.0,56.0,0.99,1.0,4.0
Brooklyn,Entire home/apt,125.0,2.0,204.0,3.51,1.0,1.0
Queens,Private room,65.0,4.0,20.0,0.35,5.0,0.0
Queens,Private room,79.0,3.0,23.0,0.4,1.0,3.0
Manhattan,Entire home/apt,115.0,3.0,33.0,0.57,1.0,1.0
Manhattan,Private room,100.0,23.0,12.0,0.22,1.0,0.0
Brooklyn,Private room,90.0,12.0,24.0,0.41,1.0,0.0
Manhattan,Entire home/apt,135.0,2.0,232.0,4.01,1.0,3.0
Brooklyn,Private room,50.0,3.0,47.0,0.84,3.0,3.0
Brooklyn,Private room,71.0,2.0,174.0,3.0,2.0,0.0
Queens,Entire home/apt,80.0,30.0,4.0,0.08,1.0,5.0
Manhattan,Private room,103.0,1.0,394.0,6.79,1.0,4.0
Manhattan,Entire home/apt,250.0,30.0,5.0,0.1,10.0,3.0
Brooklyn,Entire home/apt,225.0,2.0,11.0,0.22,2.0,4.0
Manhattan,Entire home/apt,99.0,1.0,50.0,0.87,1.0,5.0
Manhattan,Private room,90.0,4.0,87.0,2.01,1.0,4.0
Queens,Private room,47.0,30.0,4.0,0.07,1.0,3.0
Brooklyn,Private room,75.0,5.0,125.0,2.15,5.0,4.0
Brooklyn,Entire home/apt,170.0,4.0,43.0,0.77,1.0,3.0
Brooklyn,Entire home/apt,150.0,3.0,37.0,0.86,1.0,5.0
Brooklyn,Shared room,30.0,1.0,81.0,1.39,1.0,0.0
Brooklyn,Private room,99.0,3.0,19.0,0.33,3.0,0.0
