neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,ng_Brooklyn,ng_Manhattan,ng_Queens,ng_Staten Island,rt_Private room,rt_Shared room
Parkchester,150,1,0,1.3732214298586618,1,267,0,0,0,0,1,0
Bedford-Stuyvesant,57,3,8,3.81,3,9,1,0,0,0,1,0
Parkchester,65,2,3,0.29,2,0,0,0,0,0,1,0
Upper West Side,168,1,2,0.04,1,0,0,1,0,0,0,0
Long Island City,149,4,0,1.3732214298586618,1,39,0,0,1,0,0,0
Theater District,300,3,0,1.3732214298586618,1,0,0,1,0,0,1,0
Upper East Side,75,1,30,2.92,1,8,0,1,0,0,0,1
Bedford-Stuyvesant,36,28,1,0.06,1,297,1,0,0,0,1,0
Washington Heights,74,1,3,0.07,1,0,0,1,0,0,0,0
Bay Ridge,80,1,2,2.0,3,344,1,0,0,0,1,0
Greenpoint,245,7,6,0.12,1,67,1,0,0,0,0,0
East Village,89,1,12,1.07,1,160,0,1,0,0,1,0
East Flatbush,97,3,62,1.23,1,326,1,0,0,0,0,0
Harlem,90,3,55,2.52,1,66,0,1,0,0,1,0
Bushwick,37,1,2,0.34,1,0,1,0,0,0,1,0
Greenpoint,119,1,0,1.3732214298586618,33,180,1,0,0,0,1,0
Flatbush,70,1,66,4.07,1,144,1,0,0,0,1,0
Midtown,134,4,2,0.08,3,0,0,1,0,0,0,0
South Slope,250,4,11,0.17,1,0,1,0,0,0,0,0
Harlem,55,3,11,1.76,7,1,0,1,0,0,1,0
Greenpoint,120,7,1,0.05,1,0,1,0,0,0,0,0
East Village,530,4,7,0.31,1,0,0,1,0,0,1,0
Williamsburg,80,1,10,2.11,2,0,1,0,0,0,1,0
Midtown,199,1,1,0.42,2,350,0,1,0,0,1,0
Clinton Hill,77,14,9,0.16,1,0,1,0,0,0,1,0
Randall Manor,79,2,21,0.64,5,355,0,0,0,1,1,0
Bedford-Stuyvesant,75,1,2,2.0,3,139,1,0,0,0,1,0
Lower East Side,314,90,0,1.3732214298586618,232,208,0,1,0,0,0,0
Kips Bay,178,1,7,3.23,1,0,0,1,0,0,0,0
Greenwich Village,500,5,0,1.3732214298586618,1,229,0,1,0,0,0,0
Bushwick,48,3,5,0.49,1,0,1,0,0,0,1,0
Williamsburg,49,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Harlem,100,1,2,0.04,1,0,0,1,0,0,0,0
Bushwick,185,5,2,0.06,1,0,1,0,0,0,0,0
Williamsburg,60,25,0,1.3732214298586618,1,0,1,0,0,0,1,0
West Village,190,1,25,0.67,1,158,0,1,0,0,0,0
Bedford-Stuyvesant,75,2,20,1.08,1,0,1,0,0,0,1,0
Williamsburg,75,2,16,1.55,3,215,1,0,0,0,1,0
Williamsburg,50,1,1,0.02,1,0,1,0,0,0,1,0
Corona,24,1,3,1.11,8,332,0,0,1,0,0,1
Hell's Kitchen,100,14,1,0.08,1,0,0,1,0,0,1,0
Bushwick,197,30,1,0.06,1,342,1,0,0,0,0,0
Long Island City,159,1,0,1.3732214298586618,1,0,0,0,1,0,1,0
East Village,300,6,1,0.16,1,25,0,1,0,0,0,0
Theater District,256,30,0,1.3732214298586618,87,340,0,1,0,0,0,0
Long Island City,150,1,1,0.16,1,0,0,0,1,0,0,0
Upper West Side,40,9,0,1.3732214298586618,1,0,0,1,0,0,1,0
Crown Heights,80,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Astoria,90,5,1,0.11,1,69,0,0,1,0,1,0
Williamsburg,275,3,51,1.14,1,0,1,0,0,0,0,0
East Elmhurst,64,1,44,2.21,1,0,0,0,1,0,1,0
Sunset Park,140,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Hell's Kitchen,275,1,13,8.86,1,189,0,1,0,0,0,0
East Village,230,5,3,0.16,1,0,0,1,0,0,0,0
Washington Heights,42,1,14,0.3,1,363,0,1,0,0,0,1
Upper East Side,280,30,0,1.3732214298586618,96,332,0,1,0,0,0,0
Chinatown,120,5,8,0.15,3,318,0,1,0,0,1,0
Prospect-Lefferts Gardens,75,2,12,3.56,1,8,1,0,0,0,0,0
Williamsburg,80,10,1,0.07,1,0,1,0,0,0,1,0
Williamsburg,200,1,6,0.16,1,0,1,0,0,0,0,0
Bushwick,95,1,1,0.59,1,89,1,0,0,0,1,0
Williamsburg,55,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Prospect Heights,340,3,0,1.3732214298586618,1,83,1,0,0,0,1,0
Tribeca,499,14,23,1.27,4,1,0,1,0,0,0,0
Middle Village,85,30,0,1.3732214298586618,1,280,0,0,1,0,0,0
Corona,359,3,10,0.66,1,281,0,0,1,0,0,0
SoHo,500,3,0,1.3732214298586618,1,6,0,1,0,0,0,0
Ridgewood,200,2,6,0.13,1,349,0,0,1,0,0,0
Elmhurst,109,2,3,1.15,1,0,0,0,1,0,0,0
Lower East Side,110,5,19,0.17,1,301,0,1,0,0,1,0
Hell's Kitchen,130,30,4,0.23,20,272,0,1,0,0,0,0
Williamsburg,95,1,6,0.62,1,0,1,0,0,0,1,0
Borough Park,140,9,1,1.0,2,73,1,0,0,0,0,0
Lower East Side,175,3,50,0.63,1,1,0,1,0,0,0,0
Flatbush,65,3,74,3.59,1,66,1,0,0,0,1,0
Murray Hill,160,2,11,4.34,1,90,0,1,0,0,0,0
Flushing,50,1,20,1.81,2,188,0,0,1,0,1,0
Queens Village,200,2,58,3.6,1,152,0,0,1,0,0,0
Harlem,69,10,20,0.54,3,0,0,1,0,0,1,0
Astoria,60,50,0,1.3732214298586618,1,21,0,0,1,0,1,0
Jamaica,70,1,29,0.9,4,8,0,0,1,0,1,0
Williamsburg,1200,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Hell's Kitchen,69,1,8,6.32,7,357,0,1,0,0,0,1
Greenpoint,86,4,2,0.06,1,0,1,0,0,0,0,0
Williamsburg,200,30,53,0.6,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,80,2,3,0.29,4,54,1,0,0,0,1,0
Williamsburg,70,2,7,3.62,2,55,1,0,0,0,1,0
Bedford-Stuyvesant,99,5,14,0.25,1,306,1,0,0,0,1,0
Financial District,90,14,8,0.23,2,146,0,1,0,0,1,0
Fordham,178,2,0,1.3732214298586618,8,89,0,0,0,0,0,0
Bushwick,70,1,1,1.0,1,39,1,0,0,0,1,0
Williamsburg,48,5,1,0.02,1,0,1,0,0,0,1,0
Little Italy,199,28,89,0.99,1,0,0,1,0,0,0,0
Prospect Heights,143,31,3,0.08,1,0,1,0,0,0,0,0
Financial District,229,2,9,2.11,327,346,0,1,0,0,0,0
Hell's Kitchen,250,3,1,0.05,1,0,0,1,0,0,1,0
East Village,55,5,2,0.18,1,0,0,1,0,0,1,0
Sunnyside,115,2,16,4.36,2,34,0,0,1,0,0,0
Upper East Side,150,60,5,0.31,13,155,0,1,0,0,0,0
Inwood,50,3,0,1.3732214298586618,3,96,0,1,0,0,1,0
Lower East Side,70,1,212,4.64,1,41,0,1,0,0,1,0
Longwood,125,1,25,1.34,2,0,0,0,0,0,1,0
Fort Greene,180,2,72,3.12,1,290,1,0,0,0,0,0
SoHo,195,2,13,0.16,1,0,0,1,0,0,0,1
Chelsea,500,1,27,0.46,1,90,0,1,0,0,0,0
Murray Hill,150,30,3,0.14,50,180,0,1,0,0,0,0
Harlem,45,4,1,0.02,1,0,0,1,0,0,1,0
Hell's Kitchen,189,2,39,0.86,1,37,0,1,0,0,0,0
Fort Greene,90,1,2,0.06,2,364,1,0,0,0,1,0
Bushwick,145,4,40,2.8,1,38,1,0,0,0,0,0
Long Island City,89,2,0,1.3732214298586618,2,364,0,0,1,0,1,0
Flatbush,80,5,1,0.02,1,0,1,0,0,0,0,0
West Village,158,14,4,0.18,1,0,0,1,0,0,0,0
DUMBO,145,2,1,0.05,1,0,1,0,0,0,0,0
Upper West Side,135,3,23,1.02,2,4,0,1,0,0,1,0
Battery Park City,225,90,1,0.02,1,362,0,1,0,0,0,0
Flushing,245,3,50,2.51,1,40,0,0,1,0,0,0
Washington Heights,47,1,3,1.67,4,90,0,1,0,0,1,0
Upper West Side,230,30,0,1.3732214298586618,1,36,0,1,0,0,0,0
Bushwick,45,2,16,1.22,1,0,1,0,0,0,1,0
Clinton Hill,75,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Crown Heights,50,3,9,0.13,1,0,1,0,0,0,0,0
Bushwick,250,5,0,1.3732214298586618,2,0,1,0,0,0,0,0
Upper East Side,100,365,27,0.78,1,17,0,1,0,0,0,0
Morris Park,39,1,57,2.38,3,39,0,0,0,0,1,0
Upper West Side,99,1,90,3.8,2,331,0,1,0,0,1,0
Murray Hill,135,2,5,0.23,1,0,0,1,0,0,0,0
Midtown,300,1,14,1.92,1,5,0,1,0,0,0,0
Upper East Side,375,2,0,1.3732214298586618,1,83,0,1,0,0,0,0
Greenpoint,99,1,14,1.6,2,0,1,0,0,0,1,0
Bedford-Stuyvesant,160,1,9,1.39,2,6,1,0,0,0,0,0
Corona,36,1,69,1.32,1,354,0,0,1,0,1,0
SoHo,300,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Midtown,400,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Lower East Side,100,2,165,4.77,2,2,0,1,0,0,1,0
East Village,200,5,10,0.26,1,0,0,1,0,0,0,0
Windsor Terrace,120,2,17,0.33,1,0,1,0,0,0,0,0
Washington Heights,40,2,6,0.47,1,0,0,1,0,0,1,0
Williamsburg,80,1,19,1.11,2,0,1,0,0,0,1,0
Midwood,35,1,2,0.11,1,0,1,0,0,0,1,0
Sunset Park,50,1,23,2.63,4,327,1,0,0,0,1,0
Prospect Heights,70,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
East Village,170,4,14,0.23,1,0,0,1,0,0,0,0
Flushing,140,2,1,0.01,1,1,0,0,1,0,1,0
Washington Heights,53,1,165,5.35,2,120,0,1,0,0,1,0
Upper East Side,135,1,225,2.83,1,19,0,1,0,0,0,0
Dyker Heights,170,4,12,1.17,1,308,1,0,0,0,0,0
East Village,244,2,22,0.45,1,1,0,1,0,0,0,0
Lower East Side,300,6,0,1.3732214298586618,1,0,0,1,0,0,0,0
Sunnyside,65,2,0,1.3732214298586618,2,341,0,0,1,0,1,0
East Village,199,7,13,0.82,1,349,0,1,0,0,0,0
Brighton Beach,119,1,0,1.3732214298586618,2,136,1,0,0,0,0,0
Clinton Hill,100,3,2,0.09,1,8,1,0,0,0,0,0
Maspeth,150,1,24,5.26,1,236,0,0,1,0,0,0
Upper West Side,155,1,21,0.38,1,0,0,1,0,0,0,0
East Harlem,125,4,8,0.18,1,0,0,1,0,0,0,0
Flatbush,70,6,70,2.12,1,3,1,0,0,0,0,0
Williamsburg,117,2,14,0.82,1,0,1,0,0,0,0,0
Bushwick,63,2,0,1.3732214298586618,5,358,1,0,0,0,1,0
Bedford-Stuyvesant,150,1,197,3.19,3,209,1,0,0,0,0,0
Hell's Kitchen,275,2,86,3.68,1,137,0,1,0,0,0,0
Harlem,65,5,1,0.16,1,0,0,1,0,0,1,0
Little Italy,550,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,90,2,23,3.65,1,190,1,0,0,0,0,0
University Heights,55,1,2,0.11,1,0,0,0,0,0,1,0
Murray Hill,499,30,4,0.09,1,364,0,1,0,0,0,0
Harlem,350,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
Upper East Side,209,4,2,0.08,1,0,0,1,0,0,0,0
Sheepshead Bay,59,6,15,1.86,2,147,1,0,0,0,1,0
Sunset Park,75,7,0,1.3732214298586618,1,0,1,0,0,0,1,0
Forest Hills,78,2,28,3.05,5,205,0,0,1,0,1,0
Eastchester,68,2,0,1.3732214298586618,13,364,0,0,0,0,1,0
East Harlem,98,1,0,1.3732214298586618,1,25,0,1,0,0,0,0
Rego Park,60,1,64,1.57,2,280,0,0,1,0,1,0
Bushwick,100,2,143,3.41,1,0,1,0,0,0,0,0
Harlem,298,1,16,2.0,2,300,0,1,0,0,0,0
Astoria,79,1,274,4.02,3,308,0,0,1,0,1,0
East Harlem,89,4,1,0.16,1,365,0,1,0,0,1,0
Hell's Kitchen,90,30,11,0.33,31,223,0,1,0,0,0,0
Gravesend,40,2,7,0.22,1,318,1,0,0,0,1,0
Crown Heights,50,2,24,1.79,1,47,1,0,0,0,1,0
East Village,75,1,8,0.21,1,0,0,1,0,0,1,0
East Village,120,1,39,1.65,7,350,0,1,0,0,1,0
Bushwick,62,2,7,0.87,2,125,1,0,0,0,1,0
West Village,157,2,4,0.3,1,0,0,1,0,0,0,0
Williamsburg,119,3,126,2.49,2,0,1,0,0,0,1,0
Bushwick,72,30,0,1.3732214298586618,5,341,1,0,0,0,1,0
Williamsburg,220,2,79,1.62,1,143,1,0,0,0,0,0
Upper East Side,95,5,1,0.03,3,0,0,1,0,0,1,0
Fort Greene,57,28,2,0.11,2,77,1,0,0,0,1,0
Bushwick,50,30,0,1.3732214298586618,17,325,1,0,0,0,1,0
Sunnyside,110,2,24,1.52,1,128,0,0,1,0,0,0
Bushwick,50,1,1,0.13,1,66,1,0,0,0,1,0
Lower East Side,115,2,1,0.05,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,80,5,2,0.42,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,95,20,11,0.92,4,244,1,0,0,0,1,0
Carroll Gardens,180,4,0,1.3732214298586618,1,0,1,0,0,0,0,0
Williamsburg,380,4,62,0.75,2,170,1,0,0,0,0,0
Concord,129,1,40,0.85,2,86,0,0,0,1,1,0
Bedford-Stuyvesant,60,3,0,1.3732214298586618,2,0,1,0,0,0,1,0
Flushing,1500,3,0,1.3732214298586618,6,256,0,0,1,0,0,0
Washington Heights,52,1,1,0.4,1,0,0,1,0,0,1,0
West Village,1500,4,17,1.86,1,32,0,1,0,0,0,0
Tribeca,1250,30,0,1.3732214298586618,1,342,0,1,0,0,0,0
Bushwick,45,90,0,1.3732214298586618,1,0,1,0,0,0,1,0
Williamsburg,45,1,1,0.02,1,0,1,0,0,0,1,0
Washington Heights,60,5,16,0.65,1,0,0,1,0,0,1,0
Upper West Side,120,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
Ditmars Steinway,53,20,0,1.3732214298586618,3,0,0,0,1,0,1,0
Bushwick,135,2,10,0.97,1,15,1,0,0,0,0,0
Washington Heights,150,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Brooklyn Heights,115,5,0,1.3732214298586618,1,0,1,0,0,0,0,0
Flushing,65,1,2,0.22,5,90,0,0,1,0,1,0
East Harlem,73,5,4,0.08,1,242,0,1,0,0,1,0
Upper East Side,150,10,0,1.3732214298586618,2,0,0,1,0,0,1,0
Jamaica,75,1,75,2.66,1,294,0,0,1,0,0,0
Chelsea,130,2,4,0.13,1,0,0,1,0,0,0,0
Harlem,50,1,0,1.3732214298586618,1,365,0,1,0,0,1,0
Midtown,333,1,246,6.38,1,323,0,1,0,0,0,0
East Harlem,90,2,17,0.45,5,0,0,1,0,0,1,0
Harlem,98,2,94,4.65,1,117,0,1,0,0,1,0
Washington Heights,115,2,16,1.26,1,81,0,1,0,0,0,0
Bedford-Stuyvesant,90,3,82,2.22,1,4,1,0,0,0,0,0
Harlem,75,3,11,0.35,1,14,0,1,0,0,1,0
Sunnyside,67,5,4,0.07,1,0,0,0,1,0,1,0
Midtown,175,30,0,1.3732214298586618,33,365,0,1,0,0,0,0
Bushwick,35,30,1,0.12,3,4,1,0,0,0,1,0
Flatbush,75,7,1,0.02,1,0,1,0,0,0,0,0
Williamsburg,80,3,1,0.12,1,8,1,0,0,0,1,0
Williamsburg,70,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Williamsburg,120,3,8,0.13,1,0,1,0,0,0,0,0
Morningside Heights,150,31,15,0.36,1,0,0,1,0,0,0,0
Williamsburg,110,1,38,0.63,1,157,1,0,0,0,1,0
Upper East Side,199,1,29,0.42,5,339,0,1,0,0,0,0
Upper West Side,350,6,13,0.16,2,0,0,1,0,0,0,0
Fort Greene,48,30,0,1.3732214298586618,25,257,1,0,0,0,1,0
Hell's Kitchen,110,1,63,5.71,12,267,0,1,0,0,1,0
East Village,499,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Midtown,737,3,3,0.44,49,153,0,1,0,0,0,0
Ridgewood,90,1,22,1.64,2,5,0,0,1,0,0,0
East Harlem,240,2,5,0.13,1,0,0,1,0,0,0,0
Woodside,125,3,14,2.05,1,42,0,0,1,0,0,0
East Village,198,30,5,0.11,1,301,0,1,0,0,0,0
Nolita,95,10,13,0.33,1,51,0,1,0,0,1,0
Washington Heights,50,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
West Village,129,7,5,0.09,1,0,0,1,0,0,0,0
Chinatown,170,3,94,1.71,1,7,0,1,0,0,0,0
Astoria,70,5,1,0.03,1,0,0,0,1,0,0,0
Hell's Kitchen,127,3,1,0.04,1,0,0,1,0,0,0,0
Hell's Kitchen,239,30,1,0.05,121,365,0,1,0,0,0,0
Chelsea,99,10,1,0.21,4,31,0,1,0,0,1,0
Washington Heights,51,3,68,1.78,2,313,0,1,0,0,1,0
Upper West Side,135,4,81,0.69,1,273,0,1,0,0,1,0
Upper East Side,150,3,37,1.04,1,0,0,1,0,0,0,0
Chinatown,275,2,6,2.28,1,85,0,1,0,0,1,0
Upper East Side,145,5,54,1.43,1,236,0,1,0,0,0,0
Upper West Side,300,3,2,0.45,2,40,0,1,0,0,0,0
Bedford-Stuyvesant,130,2,5,1.39,2,64,1,0,0,0,0,0
Prospect Heights,125,2,7,0.19,1,0,1,0,0,0,0,0
Jackson Heights,49,2,6,0.5,2,89,0,0,1,0,1,0
Williamsburg,300,5,5,0.35,3,31,1,0,0,0,0,0
Greenwich Village,1000,2,8,1.59,1,273,0,1,0,0,0,0
Chelsea,650,7,6,0.13,1,358,0,1,0,0,0,0
East Village,84,3,163,4.22,1,294,0,1,0,0,1,0
Crown Heights,75,3,21,1.06,1,0,1,0,0,0,0,0
Upper West Side,350,6,5,0.14,1,92,0,1,0,0,0,0
Bedford-Stuyvesant,47,3,5,0.2,2,0,1,0,0,0,1,0
Kips Bay,165,1,4,0.42,1,0,0,1,0,0,0,0
Battery Park City,225,5,7,0.12,1,0,0,1,0,0,0,0
Greenpoint,95,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Woodhaven,65,3,7,0.4,1,365,0,0,1,0,1,0
Williamsburg,75,7,10,0.15,1,0,1,0,0,0,0,0
Upper East Side,140,7,2,0.05,1,0,0,1,0,0,0,0
Ditmars Steinway,59,1,77,2.97,1,198,0,0,1,0,1,0
East Harlem,70,2,89,3.28,4,249,0,1,0,0,1,0
Borough Park,60,1,9,1.0,7,177,1,0,0,0,1,0
Flushing,48,1,54,1.72,2,113,0,0,1,0,1,0
Chelsea,250,2,14,1.51,1,28,0,1,0,0,0,0
Crown Heights,375,5,3,0.12,2,22,1,0,0,0,0,0
Williamsburg,250,3,2,0.31,1,10,1,0,0,0,0,0
Prospect-Lefferts Gardens,80,2,14,0.83,1,0,1,0,0,0,0,0
Fort Greene,225,3,0,1.3732214298586618,1,0,1,0,0,0,0,0
East Flatbush,45,3,0,1.3732214298586618,4,332,1,0,0,0,1,0
Elmhurst,78,2,1,0.03,1,0,0,0,1,0,0,0
Roosevelt Island,145,1,0,1.3732214298586618,1,30,0,1,0,0,0,0
Bedford-Stuyvesant,75,5,7,0.18,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,139,30,26,0.38,1,205,1,0,0,0,0,0
Bedford-Stuyvesant,57,8,0,1.3732214298586618,2,0,1,0,0,0,0,0
Morris Heights,20,1,9,0.53,1,0,0,0,0,0,0,1
Lower East Side,200,2,24,0.91,1,6,0,1,0,0,0,0
Crown Heights,75,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Financial District,135,3,76,2.93,1,338,0,1,0,0,1,0
Bedford-Stuyvesant,50,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Financial District,245,2,2,2.0,327,299,0,1,0,0,0,0
Flatbush,48,1,2,0.11,1,0,1,0,0,0,1,0
Astoria,100,3,1,0.05,1,0,0,0,1,0,0,0
Prospect Heights,200,2,16,1.62,2,357,1,0,0,0,1,0
Parkchester,43,2,71,2.71,4,59,0,0,0,0,1,0
Midtown,175,3,0,1.3732214298586618,1,0,0,1,0,0,1,0
Upper East Side,69,60,9,0.16,2,90,0,1,0,0,1,0
Chelsea,175,3,136,3.18,1,288,0,1,0,0,0,0
Red Hook,100,1,2,0.04,1,0,1,0,0,0,0,0
Greenwich Village,300,1,1,0.04,1,0,0,1,0,0,1,0
Hell's Kitchen,180,7,5,0.19,1,0,0,1,0,0,0,0
Chelsea,239,29,0,1.3732214298586618,96,335,0,1,0,0,0,0
Financial District,270,2,113,3.21,1,11,0,1,0,0,0,0
Rosedale,44,7,1,1.0,1,227,0,0,1,0,1,0
Tribeca,575,1,447,5.89,3,207,0,1,0,0,0,0
Lower East Side,130,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
West Village,225,1,83,1.9,1,344,0,1,0,0,0,0
Bushwick,40,1,8,1.67,4,0,1,0,0,0,1,0
Greenpoint,150,10,2,0.11,1,41,1,0,0,0,0,0
Forest Hills,50,27,0,1.3732214298586618,1,0,0,0,1,0,0,0
St. George,180,2,59,2.21,1,135,0,0,0,1,0,0
Hell's Kitchen,85,1,12,4.44,9,161,0,1,0,0,0,1
Upper West Side,250,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Prospect Heights,60,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Harlem,64,3,97,2.9,2,272,0,1,0,0,1,0
Upper West Side,79,2,118,0.99,1,0,0,1,0,0,1,0
Gowanus,115,1,2,2.0,2,93,1,0,0,0,0,0
Washington Heights,50,15,0,1.3732214298586618,1,8,0,1,0,0,1,0
Williamsburg,200,3,0,1.3732214298586618,1,0,1,0,0,0,0,0
Concourse Village,65,4,107,2.3,1,210,0,0,0,0,0,0
Gowanus,173,2,100,3.88,1,18,1,0,0,0,0,0
Ditmars Steinway,390,3,1,0.03,1,89,0,0,1,0,0,0
Upper East Side,99,6,35,1.06,1,59,0,1,0,0,1,0
Fort Greene,85,1,8,0.66,2,0,1,0,0,0,1,0
Flatbush,50,4,3,0.08,2,0,1,0,0,0,1,0
Midtown,175,5,116,1.65,1,299,0,1,0,0,0,0
Astoria,125,2,5,5.0,1,24,0,0,1,0,0,0
Nolita,265,2,90,1.95,3,11,0,1,0,0,0,0
Bushwick,55,1,47,4.31,3,0,1,0,0,0,1,0
Prospect Heights,260,14,5,0.07,1,0,1,0,0,0,0,0
Elmhurst,90,2,8,0.43,1,0,0,0,1,0,0,0
Upper East Side,95,16,8,0.2,1,0,0,1,0,0,0,0
Hell's Kitchen,125,2,22,3.55,1,230,0,1,0,0,0,0
Washington Heights,72,6,5,0.53,1,361,0,1,0,0,1,0
Borough Park,80,3,1,1.0,2,179,1,0,0,0,1,0
Harlem,53,3,1,0.86,1,74,0,1,0,0,1,0
Crown Heights,35,5,1,0.16,1,69,1,0,0,0,1,0
Bedford-Stuyvesant,42,30,0,1.3732214298586618,27,358,1,0,0,0,1,0
Williamsburg,184,10,1,0.03,2,6,1,0,0,0,0,0
Morningside Heights,573,3,1,0.11,2,0,0,1,0,0,0,0
Astoria,250,2,22,0.43,1,123,0,0,1,0,1,0
Downtown Brooklyn,133,3,2,0.15,1,0,1,0,0,0,0,0
Long Island City,45,2,42,3.59,2,54,0,0,1,0,1,0
East Harlem,60,14,1,0.16,1,55,0,1,0,0,1,0
Williamsburg,225,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Upper East Side,155,30,8,0.27,34,339,0,1,0,0,0,0
St. Albans,50,1,81,8.02,1,232,0,0,1,0,1,0
East Elmhurst,35,1,3,0.78,4,150,0,0,1,0,1,0
Washington Heights,60,3,51,1.78,1,0,0,1,0,0,1,0
Harlem,130,2,35,0.42,1,41,0,1,0,0,0,0
Hell's Kitchen,1450,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Clinton Hill,110,3,39,0.85,1,0,1,0,0,0,0,0
Washington Heights,53,30,11,0.42,3,354,0,1,0,0,1,0
Hell's Kitchen,175,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Sunset Park,100,2,17,0.2,1,0,1,0,0,0,0,0
Astoria,55,2,41,1.19,1,278,0,0,1,0,1,0
West Village,250,5,5,0.27,1,0,0,1,0,0,0,0
Lower East Side,160,5,20,2.7,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,160,3,59,2.42,2,88,1,0,0,0,0,0
Lower East Side,100,1,1,0.02,1,0,0,1,0,0,1,0
Ridgewood,26,31,5,0.22,4,365,0,0,1,0,0,1
Harlem,60,1,245,3.6,3,336,0,1,0,0,1,0
St. George,60,4,118,2.54,2,17,0,0,0,1,0,0
Bushwick,65,4,3,1.43,1,75,1,0,0,0,1,0
Williamsburg,150,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Battery Park City,65,2,8,0.13,1,0,0,1,0,0,1,0
Williamsburg,110,2,24,0.56,1,0,1,0,0,0,0,0
Hell's Kitchen,320,3,0,1.3732214298586618,1,341,0,1,0,0,0,0
Hell's Kitchen,224,6,1,0.03,1,0,0,1,0,0,0,0
Roosevelt Island,199,3,1,0.16,1,0,0,1,0,0,1,0
Greenpoint,70,5,2,0.16,1,0,1,0,0,0,1,0
Long Island City,35,14,1,0.02,1,0,0,0,1,0,1,0
Battery Park City,350,7,4,0.33,1,51,0,1,0,0,0,0
Crown Heights,150,1,1,0.03,1,188,1,0,0,0,0,0
Greenpoint,150,3,107,2.38,2,277,1,0,0,0,0,0
Gowanus,142,1,8,0.29,1,0,1,0,0,0,0,0
Midtown,220,2,15,2.47,13,286,0,1,0,0,0,0
Woodhaven,89,3,6,0.96,9,358,0,0,1,0,1,0
Crown Heights,100,3,0,1.3732214298586618,1,247,1,0,0,0,0,0
Bedford-Stuyvesant,40,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Bedford-Stuyvesant,250,4,36,3.34,3,202,1,0,0,0,0,0
Harlem,100,2,27,1.15,1,1,0,1,0,0,0,0
East Flatbush,40,30,5,0.11,7,365,1,0,0,0,0,1
Harlem,60,1,2,0.09,1,0,0,1,0,0,1,0
Washington Heights,189,3,8,0.88,1,358,0,1,0,0,0,0
Bushwick,49,1,18,4.74,2,158,1,0,0,0,1,0
Bushwick,50,30,1,0.45,17,365,1,0,0,0,1,0
Astoria,250,3,0,1.3732214298586618,2,0,0,0,1,0,0,0
Midtown,193,2,75,3.84,3,105,0,1,0,0,0,0
Prospect Heights,90,14,79,1.09,1,336,1,0,0,0,1,0
Jamaica,165,3,24,2.32,1,51,0,0,1,0,0,0
Williamsburg,70,9,1,0.19,2,15,1,0,0,0,1,0
Chelsea,100,21,0,1.3732214298586618,1,0,0,1,0,0,1,0
Astoria,86,2,107,1.58,1,0,0,0,1,0,1,0
Williamsburg,750,5,2,0.13,2,178,1,0,0,0,0,0
Harlem,65,1,40,2.88,1,45,0,1,0,0,1,0
Williamsburg,90,30,15,0.18,1,0,1,0,0,0,0,0
East Village,250,2,10,0.97,1,188,0,1,0,0,0,0
Park Slope,85,1,133,3.23,1,230,1,0,0,0,1,0
Kensington,56,3,1,0.15,1,47,1,0,0,0,1,0
Midtown,599,3,0,1.3732214298586618,12,365,0,1,0,0,1,0
Hell's Kitchen,134,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,54,5,12,0.4,1,21,1,0,0,0,1,0
West Village,250,2,2,0.04,1,0,0,1,0,0,0,0
East Harlem,108,7,3,0.16,1,20,0,1,0,0,0,0
Fort Greene,285,4,19,0.68,1,15,1,0,0,0,0,0
